Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SPACE1-1:Space People Occupant Count [](TimeStep),SPACE2-1:Space People Occupant Count [](TimeStep),SPACE3-1:Space People Occupant Count [](TimeStep),SPACE4-1:Space People Occupant Count [](TimeStep),SPACE5-1:Space People Occupant Count [](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE3-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE4-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE5-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 06/01  11:30:00,30.65,8.8,4.0,8.8,4.0,16.0,27.853284040350623,0.0,0.0,26.404933950720032,15.0,29.392316102981574,26.475587860661093,17.710546255111694,29.218762397766117,23.84714680536685,15.0,22.30418115481734,25.88383544816347,15.0,25.88373708724976,25.761584085201996,16.570766031742096,24.489987790584564,5.3291732299157815,5.523536520793002,6.671533881671593,5.107120674571732,5.0119789921435824 
 06/01  11:45:00,30.825,8.8,4.0,8.8,4.0,16.0,28.070693399826858,0.0,0.0,25.039178469594653,15.0,24.9560706615448,25.717456349036397,15.0,25.720917463302612,26.014766085126624,15.0,27.304181154817343,23.622367938345313,16.35000252723694,23.049331665039063,27.012914953654352,15.0,29.489987790584564,5.132403652688026,5.081019624242856,5.0063866227217915,7.658288950581323,5.801311249980401 
 06/01  12:00:00,31.0,8.8,4.0,8.8,4.0,16.0,27.40708472359529,0.0,0.0,25.367559849292533,14.999999999999979,25.368298172950706,23.498675469925388,14.999999999999979,20.720917463302584,23.476568103591404,19.99999999999997,22.304181154817314,22.79441980747039,14.999999999999979,22.41676306724545,27.71246333180635,14.999999999999979,28.71500253677364,5.06147421756485,7.721156534054558,7.841388932195002,11.555187120121673,7.819653932116836 
 06/01  12:15:00,30.775,4.4,2.0,4.4,2.0,8.0,27.842109717300357,0.0,0.0,25.611767942338588,14.999999999999998,25.618472278118134,22.76273412458555,14.999999999999998,21.510912358760834,25.47433310537796,16.951148033142086,27.304181154817343,25.05973522792978,15.522292852401733,27.200331449508663,26.812233882399433,14.999999999999998,26.772743225097653,5.033083403096626,12.492919191862569,5.298136487902298,5.882224290202288,5.638857969635524 
 06/01  12:30:00,30.55,4.4,2.0,4.4,2.0,8.0,27.872737302232647,0.0,0.0,26.655775046914645,15.96955507993698,29.999999999999996,24.842754475609894,14.999999999999998,25.991116464138027,23.53361412381871,14.999999999999998,22.30418115481734,23.508162209307045,15.017472207546232,22.82479357719421,27.3681268562198,14.999999999999998,29.999999999999996,5.438730147074466,6.350060533500667,8.493558424886444,8.8152841098684,6.458674110073147 
 06/01  12:45:00,30.325000000000003,4.4,2.0,4.4,2.0,8.0,28.39589924226066,0.0,0.0,25.674229945903754,15.000000000000004,25.64419078826905,26.008343846051062,15.000000000000004,30.000000000000007,25.422699000200314,15.000000000000004,27.30418115481735,25.401878511204444,15.000000000000004,27.82479357719422,25.49616639352472,15.000000000000004,25.148403167724616,5.006361771950864,5.000268170703649,5.463801134126385,5.46961681045984,5.1364609653479505 
 06/01  13:00:00,30.1,4.4,2.0,4.4,2.0,8.0,28.72577429295004,0.0,0.0,26.740253611571724,15.000000000000021,30.000000000000043,25.02992249524352,15.000000000000021,25.00000000000004,26.29591601438134,15.000000000000021,30.000000000000043,23.201645707262884,15.000000000000021,22.824793577194242,26.637499061331578,15.000000000000021,30.000000000000043,5.520069575527074,5.479766668681279,5.104866708172764,9.998360357857706,5.2231699754330805 
 06/01  13:15:00,29.625000000000004,8.8,4.0,8.8,4.0,16.0,28.999890653630906,0.0,0.0,25.136112803847645,15.0,24.999999999999993,26.713231415629238,15.0,30.0,25.083528348371225,15.0,24.999999999999993,25.58052948292435,15.0,27.273527860641476,27.347410979478525,15.0,30.0,5.185451634019202,5.435164932567218,5.287997723512561,5.242213701023317,6.598301071943013 
 06/01  13:30:00,29.15,8.8,4.0,8.8,4.0,16.0,29.470937357344262,0.0,0.0,26.812584185904804,15.0,30.0,26.88319192391296,15.0,26.938260793685913,26.75720714660581,15.0,30.0,24.48082660538406,15.0,24.453428506851196,27.149311769160832,15.0,27.14890480041504,5.664428829370735,6.002111487698542,5.547763616030721,6.168799383292367,6.308706850202725 
 06/01  13:45:00,28.674999999999997,8.8,4.0,8.8,4.0,16.0,28.818097153420307,0.0,0.0,26.855113608185242,15.000000000000028,26.859545946121262,23.82371059885383,15.000000000000028,22.720716714859044,25.155813225806455,15.000000000000028,25.00000000000004,26.255518889472558,15.000000000000028,29.453428506851257,25.259341515360145,18.526098251342805,24.785099029541062,6.09117611539709,7.193104480585362,5.14182899507216,5.0662662835532615,5.2017039783661545 
